,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,0
1079,2010-08-28,Bendigo,1.3,14.3,1.0,,,WSW,26.0,WSW,SSW,15.0,11.0,85.0,50.0,1025.1,1025.0,7.0,7.0,8.5,13.8,0
1080,2009-02-24,Wollongong,20.4,25.2,0.4,,,SSE,39.0,SE,SE,19.0,22.0,62.0,76.0,1013.6,1014.5,,8.0,24.9,23.0,0
1081,2016-08-31,Hobart,7.8,18.4,1.2,1.0,3.8,NNW,41.0,N,SE,22.0,9.0,78.0,54.0,1008.6,1005.6,7.0,7.0,12.5,17.0,1
1082,2016-08-04,Perth,11.8,15.9,3.0,1.2,0.3,ESE,17.0,NE,ESE,6.0,6.0,97.0,82.0,1016.7,1015.3,8.0,7.0,12.7,15.6,1
1083,2015-05-27,Sale,2.8,16.9,0.0,,,SW,13.0,,,0.0,0.0,99.0,71.0,1022.2,1018.5,8.0,8.0,8.6,16.8,0
1084,2015-02-17,Darwin,28.1,33.5,0.0,6.0,10.5,WNW,39.0,W,WNW,20.0,28.0,76.0,63.0,1007.7,1004.8,7.0,7.0,30.1,32.8,0
1085,2016-09-06,Cairns,20.9,27.9,1.0,2.6,,SE,50.0,SSE,SE,22.0,35.0,75.0,62.0,1020.5,1017.2,5.0,3.0,23.9,26.8,1
1086,2013-09-18,Darwin,25.0,32.5,0.0,7.4,8.2,WNW,37.0,NNW,WNW,11.0,24.0,71.0,58.0,1010.5,1007.4,5.0,6.0,28.9,31.0,0
1087,2012-02-16,Townsville,23.6,31.9,1.6,8.6,10.0,SE,43.0,ESE,ENE,20.0,24.0,64.0,49.0,1013.6,1010.9,6.0,3.0,29.4,31.3,0
1088,2010-04-28,Portland,9.2,16.4,0.0,2.4,0.9,WNW,69.0,NW,WNW,22.0,44.0,89.0,98.0,1015.6,1013.1,7.0,8.0,13.3,15.1,1
1089,2016-07-01,Cairns,18.5,28.3,0.0,,,SE,39.0,SSE,ESE,15.0,26.0,62.0,48.0,1019.1,1016.0,,,24.6,27.3,1
1090,2012-07-07,MountGinini,-3.7,3.4,0.0,,,NE,26.0,NNW,NE,6.0,2.0,89.0,77.0,,,,,0.0,2.8,0
1091,2015-10-28,Tuggeranong,8.4,22.3,0.0,,,E,35.0,NW,E,4.0,9.0,56.0,34.0,1025.2,1020.0,,,11.4,20.9,0
1092,2010-08-16,NorfolkIsland,13.4,20.2,0.6,3.0,7.9,NW,48.0,NW,NW,11.0,26.0,69.0,74.0,1016.5,1014.3,2.0,3.0,17.5,19.3,1
1093,2014-09-14,Uluru,7.9,33.7,0.0,,,SSW,35.0,,SSE,0.0,15.0,18.0,8.0,1018.2,1014.2,,,21.0,32.1,0
1094,2012-04-13,WaggaWagga,4.7,23.1,0.0,3.2,10.7,ESE,17.0,E,WNW,11.0,7.0,70.0,29.0,1032.8,1027.9,0.0,6.0,12.1,22.4,0
1095,2014-06-05,Walpole,8.2,21.0,0.0,,,NNE,24.0,N,,11.0,0.0,70.0,67.0,1026.7,1024.7,,,14.6,19.9,0
1096,2008-12-06,Newcastle,19.8,34.2,0.0,,,,,NW,NW,4.0,7.0,56.0,39.0,,,6.0,7.0,29.2,31.8,0
1097,2010-10-06,SydneyAirport,16.8,22.4,0.2,3.4,4.9,ENE,31.0,S,E,13.0,20.0,94.0,69.0,1022.4,1018.8,6.0,7.0,18.4,21.6,0
1098,2012-08-18,Launceston,8.2,14.5,1.2,,,SSE,54.0,ESE,SE,13.0,24.0,78.0,55.0,1011.2,1013.5,,,11.4,13.6,0
1099,2010-03-06,Perth,14.7,29.5,0.0,7.4,11.4,SE,33.0,E,SE,11.0,19.0,48.0,31.0,1024.7,1020.9,1.0,1.0,19.6,28.4,0
1100,2016-07-09,Richmond,6.1,18.0,4.4,,,WSW,20.0,NNW,S,4.0,13.0,98.0,60.0,1023.7,1022.0,3.0,8.0,11.1,16.6,0
1101,2015-05-31,Ballarat,7.0,11.1,1.0,,,W,44.0,NNW,WSW,24.0,22.0,99.0,96.0,1014.3,1012.1,8.0,8.0,8.5,8.7,1
1102,2015-10-10,NorfolkIsland,13.7,19.1,0.0,5.6,9.4,SSE,35.0,SSE,S,17.0,24.0,64.0,58.0,1028.4,1025.9,3.0,1.0,17.0,17.4,0
1103,2017-05-09,Newcastle,,20.0,0.0,,,,,,,0.0,,65.0,,,,3.0,,16.5,,0
1104,2011-06-03,CoffsHarbour,10.5,20.9,5.5,2.0,9.5,SW,41.0,W,S,15.0,15.0,62.0,58.0,1018.4,1015.1,1.0,2.0,17.5,19.8,0
1105,2012-08-08,Ballarat,3.7,7.3,0.0,,,NNE,61.0,N,N,30.0,28.0,84.0,98.0,1015.1,1013.3,8.0,8.0,6.0,6.3,1
1106,2015-02-15,AliceSprings,20.4,38.4,0.0,12.8,12.5,E,43.0,ENE,E,11.0,26.0,27.0,13.0,1012.5,1008.4,0.0,1.0,31.3,37.0,0
1107,2015-09-27,Bendigo,4.0,22.8,0.0,,,WSW,28.0,,S,0.0,7.0,54.0,31.0,1025.3,1021.0,,3.0,16.1,22.0,0
1108,2011-02-18,Dartmoor,16.2,21.0,1.4,2.6,0.0,ENE,39.0,E,E,17.0,15.0,96.0,98.0,1014.7,1010.4,,,17.1,19.1,1
1109,2010-12-01,Newcastle,18.7,22.8,18.0,,,,,,SE,0.0,4.0,96.0,91.0,,,8.0,8.0,19.4,20.5,1
1110,2008-12-12,MountGinini,4.9,14.0,5.0,,,,,,ENE,,26.0,,,,,,,,7.9,1
1111,2015-04-17,Brisbane,17.1,28.0,0.0,3.4,10.6,E,20.0,SW,NE,4.0,11.0,73.0,58.0,1024.6,1020.5,3.0,2.0,23.1,26.1,1
1112,2012-04-28,Watsonia,6.2,21.3,0.0,2.4,9.3,WSW,50.0,N,WSW,7.0,22.0,100.0,48.0,1021.6,1017.8,1.0,6.0,11.9,19.2,1
1113,2010-05-24,Cairns,22.1,28.8,0.0,4.0,6.6,,,SSE,ENE,15.0,17.0,70.0,64.0,1015.4,1012.3,3.0,6.0,26.0,27.4,0
1114,2011-09-04,Bendigo,11.7,19.5,0.0,,,NE,35.0,N,NW,11.0,13.0,54.0,52.0,1019.5,1019.4,4.0,6.0,16.1,18.6,0
1115,2016-10-13,SydneyAirport,12.3,17.2,6.0,7.4,7.9,SSW,65.0,SSW,SSE,37.0,43.0,64.0,80.0,1021.4,1022.4,2.0,7.0,13.9,14.1,0
1116,2016-10-26,Nhil,12.5,19.1,0.0,,,SW,59.0,WSW,SW,26.0,28.0,76.0,48.0,1011.9,1013.7,,,15.7,18.2,0
1117,2012-01-10,Witchcliffe,12.7,29.8,0.0,,,S,39.0,E,S,22.0,24.0,55.0,43.0,1021.5,1017.5,,,20.7,29.0,0
1118,2009-06-09,Williamtown,9.6,16.6,0.0,4.8,9.5,WNW,57.0,WNW,WNW,31.0,31.0,60.0,36.0,1012.4,1009.9,2.0,,13.5,15.3,0
1119,2016-11-24,SalmonGums,7.1,28.4,0.0,,,SE,44.0,ENE,SSE,13.0,15.0,43.0,22.0,,,,,20.1,27.2,0
1120,2013-03-03,WaggaWagga,11.9,28.4,0.0,9.4,9.6,NE,52.0,SE,ENE,17.0,31.0,57.0,30.0,1020.7,1018.3,3.0,4.0,16.8,26.8,0
1121,2011-06-26,Cairns,19.8,26.7,0.0,7.2,7.5,SE,46.0,S,SSE,24.0,26.0,66.0,59.0,1018.9,1016.2,2.0,3.0,22.7,24.3,1
1122,2012-10-18,Albury,5.5,22.6,0.0,,,WNW,26.0,E,N,4.0,7.0,79.0,43.0,1020.5,1018.0,,,12.8,21.8,0
1123,2010-02-27,Watsonia,20.5,24.8,0.0,13.0,1.6,SW,33.0,W,SSW,15.0,15.0,57.0,90.0,1017.1,1019.6,7.0,8.0,24.8,17.8,0
1124,2012-04-14,MelbourneAirport,11.4,24.2,0.0,6.2,9.6,N,57.0,N,N,28.0,31.0,50.0,32.0,1025.6,1021.2,7.0,3.0,17.0,23.3,0
1125,2010-05-14,Tuggeranong,-0.3,17.2,0.0,,,NNE,31.0,W,NNW,7.0,13.0,83.0,49.0,1019.8,1016.2,,,6.3,16.0,0
1126,2011-07-23,Perth,7.8,19.9,12.4,2.4,3.6,WNW,20.0,NE,NNW,2.0,7.0,97.0,58.0,1021.3,1019.0,7.0,6.0,11.4,18.7,0
1127,2011-01-07,PerthAirport,17.3,26.2,0.0,7.8,11.1,SW,46.0,S,WSW,11.0,28.0,57.0,43.0,1007.6,1007.7,7.0,4.0,22.0,25.1,0
1128,2010-01-09,MountGambier,12.3,32.3,0.0,10.8,13.2,SSE,35.0,S,S,15.0,19.0,42.0,35.0,1015.3,1015.7,1.0,1.0,25.3,28.1,0
1129,2010-02-27,Moree,17.0,32.8,0.0,7.8,11.1,NE,33.0,E,ENE,4.0,15.0,57.0,28.0,1019.0,1015.7,2.0,8.0,23.4,31.8,0
1130,2009-03-13,Mildura,16.9,30.3,14.0,3.0,11.0,ESE,24.0,NE,SSE,7.0,11.0,92.0,41.0,1015.9,1013.4,1.0,3.0,20.0,29.3,0
1131,2016-07-31,BadgerysCreek,6.1,20.6,0.0,,,S,20.0,N,SW,4.0,9.0,100.0,42.0,1018.2,1015.3,,,9.2,19.9,0
1132,2014-05-16,Nhil,11.9,25.5,0.0,,,NNW,56.0,N,NNW,15.0,28.0,56.0,24.0,1024.2,1022.7,,,16.2,25.1,0
1133,2013-04-25,Moree,5.4,23.4,0.0,5.6,,SW,37.0,SSW,SW,9.0,19.0,53.0,21.0,1022.1,1019.6,0.0,0.0,15.0,22.7,0
1134,2012-11-27,MountGinini,10.8,20.3,1.0,,,W,46.0,W,SSW,15.0,15.0,96.0,100.0,,,,,11.1,11.8,1
1135,2011-06-06,Canberra,2.0,11.9,0.0,2.6,3.5,WNW,39.0,NW,ESE,24.0,4.0,81.0,60.0,1016.2,1017.0,6.0,6.0,8.3,9.3,0
1136,2010-08-07,Wollongong,8.6,14.4,0.0,,,SSE,41.0,S,SSE,19.0,28.0,55.0,60.0,1025.0,1022.5,,5.0,11.5,14.0,0
1137,2015-10-10,Hobart,7.4,18.2,0.0,5.2,10.0,SE,28.0,N,SE,15.0,17.0,68.0,59.0,1027.4,1022.2,1.0,3.0,12.9,17.7,0
1138,2012-01-14,PerthAirport,24.4,32.4,0.0,10.0,9.5,NE,50.0,ENE,ENE,22.0,17.0,47.0,45.0,1010.6,1008.2,3.0,7.0,29.0,31.3,0
1139,2015-01-27,Darwin,25.7,31.6,6.0,4.0,3.4,SSE,48.0,SW,SW,15.0,15.0,85.0,84.0,1008.1,1004.7,7.0,8.0,28.8,25.7,1
1140,2016-01-24,MountGinini,10.1,21.0,0.2,,,NW,28.0,NNE,W,4.0,13.0,98.0,60.0,,,,,11.5,20.3,0
1141,2012-04-26,Watsonia,10.5,17.4,9.4,0.2,5.6,WSW,26.0,WSW,SW,13.0,7.0,96.0,76.0,1022.5,1020.8,6.0,7.0,12.6,15.9,0
1142,2009-01-01,PerthAirport,18.8,37.2,0.0,11.6,13.1,E,56.0,E,ENE,30.0,15.0,48.0,22.0,1011.0,1007.9,0.0,0.0,22.2,35.0,0
1143,2009-10-17,Launceston,4.8,17.3,4.8,,,NW,31.0,NNW,NW,7.0,13.0,73.0,53.0,1021.6,1020.8,,,8.0,15.9,0
1144,2012-08-08,Adelaide,11.5,15.7,0.0,4.0,,SW,41.0,NE,NW,9.0,19.0,51.0,76.0,1016.6,1016.6,,,13.4,15.4,1
1145,2015-10-26,Uluru,26.3,38.2,0.0,,,WSW,50.0,S,E,15.0,15.0,20.0,11.0,1015.4,1012.3,7.0,2.0,31.4,36.9,0
1146,2014-11-11,Katherine,27.7,37.4,0.0,9.4,,ESE,48.0,NW,NE,6.0,11.0,59.0,39.0,1010.8,1005.6,2.0,3.0,31.3,36.0,1
1147,2010-03-15,Wollongong,17.0,25.0,0.0,,,NE,26.0,SSW,NE,2.0,22.0,71.0,64.0,1026.3,1022.6,,,20.1,24.2,0
1148,2010-06-07,GoldCoast,10.9,22.3,0.0,,,S,46.0,S,S,22.0,24.0,50.0,50.0,1019.9,1018.6,,,18.4,20.2,0
1149,2014-02-13,Cobar,25.1,41.2,0.0,16.0,,SW,48.0,ENE,SSW,19.0,20.0,38.0,12.0,1007.6,1004.5,3.0,7.0,29.1,39.7,1
1150,2010-12-05,NorahHead,18.4,24.9,0.2,,,ENE,33.0,SE,NE,2.0,11.0,85.0,74.0,1012.1,1010.5,,,20.4,22.9,0
1151,2015-07-17,Hobart,2.3,8.1,1.4,1.6,3.1,S,57.0,SSW,S,19.0,24.0,82.0,51.0,1019.0,1021.8,4.0,5.0,6.4,7.2,1
1152,2012-03-03,Tuggeranong,12.9,16.5,0.8,,,E,30.0,ESE,S,9.0,7.0,78.0,98.0,1019.4,1016.9,,,14.3,14.5,1
1153,2011-11-22,SydneyAirport,18.2,22.3,5.2,4.4,0.2,SSW,48.0,NW,SSW,11.0,26.0,80.0,83.0,1011.2,1009.2,8.0,8.0,20.5,20.2,1
1154,2013-09-03,Albury,8.0,23.3,0.0,,,ESE,15.0,N,S,2.0,6.0,80.0,51.0,1033.3,1029.8,,,14.7,23.0,0
1155,2009-11-21,Bendigo,17.7,24.7,0.0,4.8,,N,39.0,,NNW,0.0,15.0,82.0,62.0,1009.2,1007.3,8.0,8.0,19.8,24.1,1
1156,2016-01-26,MountGambier,10.2,28.2,0.0,7.0,9.8,SSE,41.0,SE,ESE,22.0,15.0,63.0,41.0,1019.0,1014.7,5.0,8.0,19.3,28.0,0
1157,2017-05-29,Melbourne,7.7,14.8,1.4,1.6,6.8,N,33.0,NW,WNW,11.0,9.0,71.0,48.0,1019.5,1019.2,2.0,7.0,9.3,14.7,1
1158,2014-11-12,MelbourneAirport,5.0,27.4,0.0,5.2,12.7,SSE,33.0,SW,ESE,9.0,13.0,65.0,14.0,1018.6,1013.9,1.0,3.0,13.5,26.3,0
1159,2011-08-11,Sydney,7.3,18.5,0.0,,6.7,W,33.0,W,S,15.0,13.0,58.0,47.0,1008.5,1008.2,,,11.5,16.9,1
1160,2016-07-08,Melbourne,9.7,15.3,0.8,0.0,4.3,NNW,20.0,NNE,S,7.0,4.0,90.0,65.0,1021.2,1020.3,5.0,5.0,10.5,15.0,0
1161,2014-07-12,Penrith,1.1,18.5,0.0,,,SW,43.0,SE,SW,2.0,11.0,78.0,35.0,,,,,5.9,17.4,0
1162,2016-11-12,Wollongong,18.6,26.3,11.0,,,NNE,31.0,N,NNE,17.0,11.0,84.0,78.0,1001.0,996.9,7.0,1.0,20.3,24.2,0
1163,2016-09-28,MelbourneAirport,6.8,17.8,2.0,2.4,7.8,N,59.0,N,N,28.0,33.0,68.0,52.0,1012.3,1003.8,1.0,7.0,12.5,16.6,1
1164,2014-06-09,Moree,5.9,21.4,0.0,11.0,9.9,SSE,35.0,SE,SSE,19.0,20.0,54.0,21.0,1025.2,1022.4,1.0,1.0,13.7,20.8,0
1165,2011-11-12,Wollongong,17.9,22.1,0.0,,,NE,30.0,NNE,N,22.0,13.0,77.0,81.0,1019.0,1015.1,,,20.5,20.4,0
1166,2011-06-07,Newcastle,5.6,16.7,0.0,,,,,NW,W,6.0,28.0,79.0,33.0,,,5.0,3.0,10.1,16.2,0
1167,2014-07-27,GoldCoast,13.7,21.6,0.8,,,SE,33.0,SW,SE,6.0,26.0,69.0,53.0,1023.4,1021.0,,,18.1,20.2,0
1168,2015-04-10,Sydney,14.7,22.4,0.4,5.2,6.0,S,35.0,SSW,S,13.0,20.0,82.0,58.0,1024.8,1022.8,7.0,3.0,16.8,21.7,1
1169,2013-03-23,AliceSprings,23.4,35.3,0.0,10.0,10.2,ESE,46.0,ESE,E,20.0,20.0,26.0,20.0,1016.5,1012.7,2.0,5.0,27.5,33.0,0
1170,2013-08-29,Tuggeranong,4.5,17.1,6.8,,,E,15.0,SSE,SW,6.0,7.0,93.0,57.0,1023.9,1018.3,,,9.3,16.1,1
1171,2011-10-18,Cairns,22.3,25.9,16.4,6.0,0.3,S,50.0,S,SSE,17.0,19.0,90.0,92.0,1018.2,1016.1,7.0,8.0,24.2,24.4,1
1172,2015-06-10,Williamtown,9.2,17.5,2.0,4.2,0.2,S,35.0,NW,SW,11.0,17.0,89.0,83.0,1030.0,1030.3,7.0,8.0,11.8,15.4,1
1173,2013-04-16,Darwin,26.2,34.2,0.0,6.6,10.5,WNW,35.0,WSW,WNW,13.0,28.0,67.0,65.0,1010.4,1006.9,2.0,7.0,29.9,31.0,0
1174,2012-09-14,SydneyAirport,7.1,17.2,2.0,3.0,11.3,SW,39.0,SW,ESE,20.0,20.0,43.0,36.0,1019.6,1017.1,1.0,1.0,13.3,16.2,0
1175,2014-11-24,MountGinini,10.7,13.1,8.0,,,WSW,69.0,SW,WNW,19.0,13.0,95.0,98.0,,,,,11.0,12.3,1
1176,2013-09-24,CoffsHarbour,17.3,27.9,0.0,5.0,4.9,NNW,37.0,NW,NNE,13.0,22.0,29.0,62.0,1009.1,1004.2,8.0,7.0,24.4,22.0,0
1177,2014-02-12,Witchcliffe,14.6,27.0,0.0,,,SSE,54.0,SE,SSE,22.0,33.0,58.0,52.0,1011.6,1009.4,,,20.4,25.2,0
1178,2015-07-30,Albury,3.3,12.5,0.0,,,NNW,30.0,ESE,NNW,6.0,19.0,90.0,64.0,1026.0,1021.1,6.0,8.0,7.1,11.9,0
1179,2012-03-29,MountGinini,5.3,14.9,2.6,,,SW,24.0,SW,SW,13.0,7.0,59.0,41.0,,,,,7.9,13.9,0
1180,2016-07-26,Sale,6.3,11.9,2.4,,,WNW,61.0,NW,WNW,22.0,28.0,57.0,49.0,1011.3,1009.2,,6.0,9.3,11.6,0
1181,2010-12-16,Brisbane,19.9,31.3,0.6,7.0,,S,52.0,WNW,NNW,2.0,2.0,67.0,90.0,1008.1,1005.7,7.0,7.0,27.3,20.4,1
1182,2016-08-18,NorahHead,13.7,23.7,0.0,,,NE,31.0,WNW,NE,2.0,15.0,53.0,56.0,1024.3,1020.9,,,17.8,20.7,0
1183,2016-07-14,WaggaWagga,-1.0,10.7,0.0,1.2,,WSW,30.0,,WSW,0.0,17.0,93.0,68.0,1032.9,1030.4,,8.0,2.9,9.6,0
1184,2010-11-27,Williamtown,16.6,30.7,0.0,7.8,11.1,ENE,44.0,NNE,NE,15.0,26.0,57.0,42.0,1016.2,1011.6,3.0,3.0,25.2,29.0,0
1185,2016-03-01,MelbourneAirport,13.0,34.5,0.0,5.2,10.7,NNW,52.0,NNE,NNW,7.0,22.0,81.0,14.0,1017.6,1015.0,1.0,6.0,18.6,33.0,0
1186,2012-07-13,NorahHead,14.3,18.8,1.2,,,N,44.0,N,N,26.0,30.0,90.0,85.0,1012.5,1009.7,,,16.1,17.4,1
1187,2014-02-04,Penrith,20.3,27.2,0.0,,,SSE,41.0,SSW,SSE,15.0,20.0,69.0,67.0,,,,,24.6,22.2,0
1188,2010-01-16,Ballarat,9.8,27.4,0.0,,,SW,54.0,N,WSW,20.0,28.0,28.0,31.0,1008.1,1006.8,2.0,,24.2,26.0,0
1189,2008-08-29,Perth,9.5,18.7,1.2,2.0,9.0,SSW,41.0,SSE,SW,7.0,20.0,81.0,54.0,1014.0,1013.3,3.0,4.0,14.7,16.8,0
1190,2017-03-23,PearceRAAF,15.3,25.1,0.0,,9.6,SW,39.0,SSW,SW,17.0,26.0,81.0,55.0,1013.6,1012.1,8.0,8.0,19.7,24.1,0
1191,2015-05-09,Walpole,11.9,19.2,1.4,,,SW,26.0,,SW,0.0,15.0,90.0,73.0,1026.8,1026.5,,,15.7,17.7,0
1192,2011-10-24,PearceRAAF,13.8,23.4,0.0,,7.1,E,54.0,ENE,ENE,26.0,24.0,60.0,47.0,1016.5,1013.1,3.0,1.0,18.3,22.6,1
1193,2009-08-23,Sydney,13.3,25.1,0.0,3.6,10.2,,,W,ENE,13.0,17.0,64.0,51.0,1012.0,1007.8,1.0,2.0,17.0,22.3,0
1194,2015-03-02,GoldCoast,23.1,30.4,0.0,,,,,,,,,68.0,65.0,1013.2,1011.8,,,27.9,28.5,0
1195,2014-07-15,Nhil,4.5,10.6,1.8,,,N,35.0,NNE,N,11.0,15.0,90.0,75.0,1016.2,1010.7,,,6.1,9.8,1
1196,2016-04-28,Witchcliffe,11.1,19.3,4.8,,,WSW,57.0,W,SW,24.0,22.0,73.0,62.0,1011.3,1012.1,,,17.0,17.3,0
1197,2014-12-22,Uluru,21.2,37.9,1.8,,,SSW,69.0,ENE,SW,11.0,28.0,58.0,27.0,1007.5,1003.9,,8.0,27.1,36.7,0
1198,2012-11-15,NorahHead,17.4,25.6,0.2,,,NE,35.0,NNE,NE,20.0,17.0,82.0,74.0,1014.7,1011.1,,,20.3,23.3,1
1199,2015-06-24,Albury,7.0,14.0,7.2,,,ESE,15.0,NE,SSE,2.0,11.0,100.0,91.0,1022.1,1020.6,8.0,8.0,9.8,13.6,0
1200,2009-12-11,Newcastle,21.2,28.8,0.2,,,,,,SE,0.0,19.0,37.0,33.0,,,6.0,5.0,23.5,24.0,0
1201,2010-03-30,Dartmoor,7.9,21.4,0.2,2.6,10.3,SW,35.0,,SSW,0.0,19.0,99.0,54.0,1024.6,1023.9,,,8.8,20.4,0
1202,2012-09-10,MelbourneAirport,1.5,18.4,0.0,2.2,8.5,SSE,33.0,N,S,15.0,22.0,73.0,58.0,1024.7,1021.6,7.0,7.0,11.5,14.9,0
1203,2014-05-09,MelbourneAirport,4.2,16.8,0.0,3.8,2.1,N,61.0,N,N,31.0,35.0,55.0,56.0,1022.2,1018.3,7.0,8.0,12.3,16.2,1
1204,2015-11-06,CoffsHarbour,20.1,28.3,7.2,,,NE,46.0,NNE,NE,17.0,31.0,81.0,66.0,1010.9,1006.4,,,23.3,25.6,0
1205,2016-05-19,Albany,12.2,19.4,0.6,1.0,,,,W,,4.0,,92.0,,1020.5,1017.5,8.0,,13.6,,0
1206,2011-02-20,Melbourne,16.6,22.0,,6.8,8.1,WSW,57.0,WNW,SW,17.0,31.0,54.0,41.0,1009.2,1012.9,,,20.3,20.5,1
1207,2013-10-17,Witchcliffe,5.3,20.8,0.0,,,NNW,41.0,WNW,NW,13.0,24.0,79.0,59.0,1019.5,1017.1,,,14.8,20.1,1
1208,2011-02-21,Launceston,7.3,18.6,1.2,,,SSW,37.0,WNW,WSW,13.0,11.0,50.0,37.0,1010.3,1013.6,,,12.2,17.9,0
1209,2015-07-13,Woomera,4.6,15.7,0.0,1.8,7.0,WSW,41.0,WSW,SW,24.0,26.0,99.0,45.0,1027.3,1024.2,7.0,3.0,8.5,14.9,0
1210,2016-12-29,Albany,14.8,19.0,4.2,,,,,S,,19.0,,63.0,,1013.6,1012.3,8.0,,17.6,,0
1211,2009-10-17,NorahHead,11.1,19.8,0.0,,,SE,37.0,SW,SE,11.0,30.0,53.0,60.0,1020.8,1020.2,,,16.9,19.4,1
1212,2012-05-29,Moree,5.9,22.4,0.0,2.8,10.0,E,26.0,ESE,SW,15.0,13.0,66.0,35.0,1027.2,1025.4,1.0,1.0,14.2,21.9,0
1213,2012-09-28,Wollongong,16.7,32.2,0.4,,,NW,72.0,NNE,NNW,28.0,30.0,64.0,26.0,1007.3,1002.3,,,20.2,31.2,1
1214,2012-05-22,GoldCoast,14.9,25.1,0.0,,,NNE,26.0,SW,NE,9.0,13.0,63.0,56.0,1025.3,1022.3,,,20.9,23.9,0
1215,2015-01-16,Williamtown,20.9,33.7,0.0,,,NW,46.0,WNW,WNW,9.0,20.0,71.0,28.0,1008.3,1005.7,8.0,8.0,25.0,32.1,0
1216,2015-11-05,Hobart,11.1,25.1,0.0,6.4,3.0,NNW,35.0,NNW,N,20.0,17.0,61.0,38.0,1013.1,1007.7,7.0,7.0,15.5,24.6,0
1217,2017-01-07,Nhil,21.7,40.5,0.0,,,NW,41.0,NE,NNW,20.0,17.0,26.0,16.0,1010.8,1005.2,,,29.2,38.4,0
1218,2016-06-24,Katherine,13.5,34.0,0.0,4.0,,SE,31.0,SE,ESE,11.0,20.0,56.0,,1013.7,1010.4,7.0,,20.5,,0
1219,2016-04-20,AliceSprings,14.9,36.1,0.0,8.0,9.9,N,41.0,N,SW,20.0,11.0,15.0,9.0,1015.6,1012.4,3.0,5.0,27.7,35.1,0
1220,2012-01-20,Richmond,19.6,28.7,0.0,1.3,,NE,26.0,,NE,0.0,9.0,70.0,55.0,1017.7,1014.2,,,22.4,27.0,0
1221,2013-07-07,Melbourne,6.3,13.6,,1.2,4.0,N,35.0,N,N,30.0,28.0,81.0,60.0,1025.3,1024.1,,,7.1,13.4,1
1222,2016-12-02,Witchcliffe,6.3,22.6,0.0,,,SSW,39.0,ESE,SW,11.0,20.0,50.0,44.0,1014.8,1011.3,,,17.6,20.1,0
1223,2015-06-05,NorahHead,8.6,14.5,0.6,,,WSW,24.0,WSW,W,6.0,4.0,86.0,69.0,1019.4,1019.1,,,9.9,13.2,0
1224,2016-04-27,Cobar,14.7,27.7,0.0,6.6,,NNE,39.0,NE,N,26.0,9.0,50.0,33.0,1023.7,1019.6,2.0,7.0,20.4,26.6,0
1225,2010-11-12,Ballarat,15.0,25.5,0.0,,,N,52.0,NNE,N,26.0,30.0,60.0,60.0,1006.9,1005.4,8.0,4.0,20.3,23.2,1
1226,2014-04-10,SydneyAirport,17.9,24.0,0.0,2.6,0.0,NW,20.0,W,NNE,9.0,13.0,74.0,78.0,1016.8,1012.8,7.0,8.0,20.2,20.9,1
1227,2016-02-21,Walpole,16.8,27.0,0.0,,,NW,43.0,NNE,S,9.0,13.0,62.0,58.0,1010.0,1007.8,,,23.4,25.9,1
1228,2015-06-02,BadgerysCreek,4.7,15.2,0.0,,,SW,33.0,SW,WSW,13.0,9.0,54.0,43.0,1024.4,1022.6,,,9.3,14.8,0
1229,2014-02-25,Williamtown,16.0,28.2,0.0,6.0,,E,43.0,NE,E,15.0,30.0,69.0,48.0,1018.1,1013.5,3.0,2.0,23.3,27.7,0
1230,2014-12-04,Mildura,16.7,32.8,7.8,7.6,11.8,SW,41.0,WSW,WSW,17.0,15.0,84.0,34.0,1010.0,1008.3,3.0,3.0,22.0,29.2,0
1231,2010-01-23,CoffsHarbour,18.5,30.7,0.0,7.0,12.9,NE,54.0,NE,NE,15.0,37.0,62.0,53.0,1012.3,1009.6,0.0,0.0,27.1,30.3,0
1232,2017-04-02,Watsonia,10.0,17.0,0.4,4.6,4.4,,,S,S,9.0,13.0,69.0,54.0,1029.5,1028.4,7.0,7.0,13.9,16.4,0
1233,2011-03-04,Witchcliffe,15.7,32.0,0.0,,,NNW,41.0,N,W,26.0,19.0,37.0,60.0,,,,,28.3,28.0,0
1234,2011-03-08,Darwin,25.2,29.4,7.2,3.6,0.8,W,41.0,W,W,17.0,13.0,86.0,91.0,1008.8,1006.4,7.0,8.0,27.1,25.8,1
1235,2011-01-25,MountGinini,9.5,22.4,0.0,,,NW,37.0,W,W,20.0,17.0,88.0,55.0,,,,,11.3,21.6,0
1236,2016-12-13,Cobar,21.0,37.0,0.0,12.6,,N,41.0,N,N,22.0,20.0,,,1015.7,1011.6,,1.0,30.5,35.6,0
1237,2015-03-20,Nuriootpa,9.4,21.8,0.0,9.6,5.7,SE,43.0,S,SSE,7.0,17.0,67.0,44.0,1021.0,1021.3,2.0,,15.7,20.0,0
1238,2011-08-30,Nuriootpa,1.2,15.2,0.0,2.4,9.3,,,ENE,,13.0,0.0,67.0,46.0,1027.8,1025.4,0.0,6.0,9.2,14.3,0
